NCT#,phase,condition,sponsor,start_date,mesh_list,criterion
NCT00000173,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),Mar-99,Alzheimer Disease;Cognitive Dysfunction;Vitamin E;Donepezil," Medications a) Use of centrally active beta-blockers, narcotics, methyldopa and clonidine within 4 weeks prior to screening. b) Use of anti-Parkinsonian medications (e.g. Sinemet, amantadine, bromocriptine, pergolide and selegiline) within 2 months prior to screening. c) Use of neuroleptics or narcotic analgesics within 4 weeks prior to screening. d) Use of long-acting benzodiazepines or barbituates within 4 weeks prior to screening. e) Use of short-acting anxiolytics or sedative hypnotics more frequently than 2 times per week within 4 weeks prior to screening (note: sedative agents should not be used within 72 hours of screening)."
NCT00000173,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),Mar-99,Alzheimer Disease;Cognitive Dysfunction;Vitamin E;Donepezil," f) Initiation or change in dose of an antidepressant lacking significant cholinergic side effects within the 4 weeks prior to screening (use of stable doses of antidepressants for at least 4 weeks prior to screening is acceptable). g) Use of systemic corticosteroids within 3 months prior to screening. h) Medications with significant cholinergic or anticholinergic side effects (e.g. pyridostigmine, tricyclic antidepressants, meclizine, and oxybutynin) within 4 weeks prior to screening. i) Use of anti-convulsants (e.g. Phenytoin, Phenobarbital, Carbamazepine) within 2 months prior to screening. j) Use of warfarin (Coumadin) within 4 weeks prior to screening."
NCT00000173,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),Mar-99,Alzheimer Disease;Cognitive Dysfunction;Vitamin E;Donepezil, Vitamin Supplements a) Use of vitamin supplements other than standard multivitamin included as part of the treatment intervention used in this protocol within 2 weeks prior to screening.
NCT00000173,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),Mar-99,Alzheimer Disease;Cognitive Dysfunction;Vitamin E;Donepezil," Any prior use of any FDA approved medications for the treatment of Alzheimer's disease (e.g. tacrine, donepezil, or other newly approved medications)."
NCT00000173,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),Mar-99,Alzheimer Disease;Cognitive Dysfunction;Vitamin E;Donepezil," Use of any investigational drugs within 30 days or 5 half-lives, whichever is longer, prior to screening."
NCT00000173,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),Mar-99,Alzheimer Disease;Cognitive Dysfunction;Vitamin E;Donepezil," Subjects who, in the investigator's opinion, will not comply with study procedures."
NCT00000177,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),Oct-95,Alzheimer Disease;Estrogens," Patients with an uncontrolled health problem, such as untreated high blood pressure or thyroid disease."
NCT00000178,Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Prednisone, Patients with diabetes or severe osteoporosis
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Hypersensitivity to aspirin or NSAID
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Active peptic ulcer disease within 5 years
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Renal insufficiency with creatinine greater than 1.5
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Clinically significant liver disease
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Poorly controlled hypertension
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Congestive heart failure
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Bleeding ulcer
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib, Active neoplastic disease (skin tumors other than melanoma are not exclusionary; patients with stable prostate cancer may be included at the discretion of the project director)
NCT00004845,Phase 2/Phase 3,Alzheimer Disease,National Institute on Aging (NIA),unknown,Alzheimer Disease;Naproxen;Rofecoxib," Inflammatory diseases (including crystal arthropathy, rheumatoid arthritis, systemic lupus, erythematosus, Sjogren's syndrome, inflammatory bowel disease)"
NCT00006187,Phase 3,Alzheimer Disease,Merck Sharp &amp; Dohme LLC,unknown,Alzheimer Disease, Patient is living in a nursing home or skilled nursing facility
NCT00006187,Phase 3,Alzheimer Disease,Merck Sharp &amp; Dohme LLC,unknown,Alzheimer Disease, Women will be ineligible if not postmenopausal or surgically sterilized
NCT00006187,Phase 3,Alzheimer Disease,Merck Sharp &amp; Dohme LLC,unknown,Alzheimer Disease," Site physician or Sponsor may exclude patients with serious medical problems such as cancer, cardiovascular disease, major neurological or psychiatric illness, thyroid disease, or major head trauma"
NCT00006399,Phase 2,Alzheimer Disease,National Center for Research Resources (NCRR),Sep-99,Alzheimer Disease;Donepezil;Progesterone;Estrogens, Women who are currently taking estrogen therapy.
NCT00006399,Phase 2,Alzheimer Disease,National Center for Research Resources (NCRR),Sep-99,Alzheimer Disease;Donepezil;Progesterone;Estrogens, Women who are smokers.
NCT00006399,Phase 2,Alzheimer Disease,National Center for Research Resources (NCRR),Sep-99,Alzheimer Disease;Donepezil;Progesterone;Estrogens, Women who have had breast cancer.
NCT00007189,Phase 3,Alzheimer Disease,Seattle Institute for Biomedical and Clinical Research,Jan-01,Alzheimer Disease;Celecoxib;Naproxen, History of peptic ulcer disease with bleeding or obstruction.
NCT00007189,Phase 3,Alzheimer Disease,Seattle Institute for Biomedical and Clinical Research,Jan-01,Alzheimer Disease;Celecoxib;Naproxen, Clinically significant liver or kidney disease.
NCT00007189,Phase 3,Alzheimer Disease,Seattle Institute for Biomedical and Clinical Research,Jan-01,Alzheimer Disease;Celecoxib;Naproxen," History of hypersensitivity to aspirin, ibuprofen, celecoxib, naproxen, or other NSAIDs."
NCT00007189,Phase 3,Alzheimer Disease,Seattle Institute for Biomedical and Clinical Research,Jan-01,Alzheimer Disease;Celecoxib;Naproxen, Use of anti-coagulant medication.
NCT00007189,Phase 3,Alzheimer Disease,Seattle Institute for Biomedical and Clinical Research,Jan-01,Alzheimer Disease;Celecoxib;Naproxen, Cognitive impairment or dementia.
NCT00007189,Phase 3,Alzheimer Disease,Seattle Institute for Biomedical and Clinical Research,Jan-01,Alzheimer Disease;Celecoxib;Naproxen, Current alcohol abuse or dependence
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Currently on anticoagulant therapy
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Cancer diagnosed and treated within the past two years (except for skin cancer)
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Participant with class III - IV congestive heart failure
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Currently being treated with psychopharmacological drugs for depression
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Hospitalized for depression within the last year
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Taking Aricept (or similar agents) for cognitive problems or dementia
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Baseline blood creatinine greater than 2
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Baseline SGGT is a marker of liver function (3 x normalgreater than or=90 IU)
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease, Baseline hematocritless than 30
NCT00010803,Phase 3,Alzheimer's Disease,National Center for Complementary and Integrative Health (NCCIH),Oct-00,Alzheimer Disease," Baseline white blood countgreater than or=15,000"
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil," Absence of a reliable caregiver. Clinical or radiological evidence for other neurological disorders such as Parkinson's disease, normal pressure hydrocephalus, multi-infarct dementia, idiopathic seizure disorder, CNS infectious disease."
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil, History of major psychiatric disorders; schizophrenia and unipolar or bipolar depression.
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil," Presence of any significant medical disorder which might cause or contribute to dementia such as B12 or folic acid deficiency, untreated hypothyroidism, history of significant alcohol abuse (within the past 10 years)."
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil, Patients with recent (less than  2 years) hematologic/oncologic disorders (other than basal or squamous cell carcinoma of the skin.
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil," Patients with recent (less than  3 months) myocardial infarction, poorly controlled CHF, surgery for peripheral vascular disease, or coronary artery bypass surgery."
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil," Evidence of clinically significant or unstable active GI, hepatic or pulmonary disease."
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil," History of documented stroke or more than one confirmed TIA. Any condition which would make the patient or caregiver, in the opinion of the principal investigator unsuitable for the study."
NCT00031018,Phase 2,Alzheimer's Disease,National Center for Research Resources (NCRR),unknown,Alzheimer Disease;Memory Disorders;Cognitive Dysfunction;Interferon alpha-2;Donepezil, Patients with known hypersensitivity to Donezepil HCL or other piperidine containing drugs.
NCT00051909,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Nov-02,Alzheimer Disease, Has serious health problems other than Alzheimer's Disease
NCT00051909,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Nov-02,Alzheimer Disease, Cannot swallow whole pills
NCT00051909,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Nov-02,Alzheimer Disease, Has had a menstrual period in the last two years
NCT00051909,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Nov-02,Alzheimer Disease, Takes insulin for diabetes
NCT00051909,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Nov-02,Alzheimer Disease," Has taken Aricept, Reminyl, or Exelon in the last 5 weeks"
NCT00056225,Phase 3,Alzheimer's Disease,National Institute on Aging (NIA),Jan-03,Alzheimer Disease;Vitamins;Vitamin B 12;Vitamin B 6;Pyridoxal;Pyridoxine;Vitamin B Complex, B12 or folate deficiency
NCT00056225,Phase 3,Alzheimer's Disease,National Institute on Aging (NIA),Jan-03,Alzheimer Disease;Vitamins;Vitamin B 12;Vitamin B 6;Pyridoxal;Pyridoxine;Vitamin B Complex, Renal insufficiency (serum creatinine greater than =2.0)
NCT00056225,Phase 3,Alzheimer's Disease,National Institute on Aging (NIA),Jan-03,Alzheimer Disease;Vitamins;Vitamin B 12;Vitamin B 6;Pyridoxal;Pyridoxine;Vitamin B Complex, Active neoplastic disease (skin tumors other than melanoma are not exclusionary; patients with stable prostate cancer may be included at the discretion of the project director)
NCT00056225,Phase 3,Alzheimer's Disease,National Institute on Aging (NIA),Jan-03,Alzheimer Disease;Vitamins;Vitamin B 12;Vitamin B 6;Pyridoxal;Pyridoxine;Vitamin B Complex, Use of another investigational agent within 2 months
NCT00056225,Phase 3,Alzheimer's Disease,National Institute on Aging (NIA),Jan-03,Alzheimer Disease;Vitamins;Vitamin B 12;Vitamin B 6;Pyridoxal;Pyridoxine;Vitamin B Complex, History of clinically significant stroke
NCT00056225,Phase 3,Alzheimer's Disease,National Institute on Aging (NIA),Jan-03,Alzheimer Disease;Vitamins;Vitamin B 12;Vitamin B 6;Pyridoxal;Pyridoxine;Vitamin B Complex," Current evidence or history in the past 2 years of epilepsy, focal brain lesion, head injury with loss of consciousness and/or immediate confusion after the injury, or DSM-IV criteria for any major psychiatric disorder including psychosis, major depression, bipolar disorder, alcohol or substance abuse"
NCT00056225,Phase 3,Alzheimer's Disease,National Institute on Aging (NIA),Jan-03,Alzheimer Disease;Vitamins;Vitamin B 12;Vitamin B 6;Pyridoxal;Pyridoxine;Vitamin B Complex," Blindness, deafness, language difficulties or any other disability which may prevent the subject from participating or cooperating in the protocol"
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, Medical/neurological condition (other than Alzheimer's disease) associated with dementia.
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, Brief Praxis Test score less than 20.
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, Modified Hachinski score greater than 4.
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, Major depression within 3 months.
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, History of any disorder of blood coagulation (inherited or acquired).
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, Current use of anti-coagulants.
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, Use of experimental medications within 3 months.
NCT00056329,Phase 3,Alzheimer Disease,New York State Institute for Basic Research,Apr-02,Alzheimer Disease;Down Syndrome;Syndrome;Vitamin E;Tocopherols, Regular use of vitamin E greater than 50 units per day during the previous 6 months.
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, Patients with any of the exclusion criteria listed below will be ineligible for entry into the study. Patients will be declared ineligible if:
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They are male;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They are younger than 65 years of age;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide," They have significant neurological disease affecting the brain or psychiatric disease other than AD, such as major depression, schizophrenia, epilepsy, Parkinson's disease, or stroke;"
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They have current significant systemic illness or symptoms of organ failure;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, The screening ECG shows evidence of a serious and/or unstable condition or a recent (within 6 months) myocardial infarction;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide," They have a history of cancer within the last 5 years, except for basal cell or squamous cell cancer, or cervical carcinoma in situ;"
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide," They are taking a cholinesterase inhibitor (tacrine, donepezil, rivastigmine, or galantamine) for less than 90 days prior to baseline; or, in the opinion of the Investigator, they are likely to either require a change in dose or discontinuation of the drug"
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They have never received cholinesterase inhibitor treatment and are likely to initiate it;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide," They started or changed within 60 days prior to the screening visit the dosage of any drug (including an over the counter drug) that affects cognitive function, such as neuroleptics, antidepressants, anxiolytics, sedatives, hypnotics, anti-convulsants, centrally acting antihypertensive agents such as clonidine and Aldomet; or other medications that have been shown to have possible effects on cognition such as Vitamin E, non steroidal anti-inflammatory drugs, statins, and hormone replacement therapy, or if, in the Investigator's opinion, the dosage of such medication is likely to be changed during the course of this trial. Any changes in the dosage of any of these drugs during the course of the trial and the reason for the change must be fully recorded in the concomitant medication page of the patient's case report form (CRF). If a drug that affects cognition is given on a PRN basis, such treatment should be interrupted for 12 hours before a visit, it at all possible;"
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They are receiving coumadin or anti-Parkinsonian medications;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide," They have received other investigational drugs within 30 days or 5 half-lives prior to randomization, whichever is longer;"
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide," They are taking other medications known to affect serum gonadotropin (Gn) concentrations, such as goserelin or danazol, except for estrogen and/or progesterone;"
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They have a history of bone fracture possibly secondary to low bone mass density;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide," They have a history of osteoporosis not associated with bone fracture unless they are receiving therapy for osteoporosis for at least 3 weeks, and the treatment regimen is expected to stay stable their DEXA measures were abnormally low (i.e., T-score less than -2.0) and they were not receiving treatment for osteoporosis for at least 3 weeks;"
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They have a screening HamD score of 15 or higher;
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, Their abuse or dependence on alcohol or other substances satisfy criteria for DSM-IV categories 303.9 or 305; or
NCT00063310,Phase 2,Alzheimer Disease,Voyager Pharmaceutical Corporation,Mar-03,Alzheimer Disease;Leuprolide, They have donated blood within 30 days of baseline or are likely to do so during the course of the trial.
NCT00065767,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Raloxifene Hydrochloride, History of deep vein thrombosis or blot clots
NCT00065767,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Raloxifene Hydrochloride, Diabetes
NCT00065767,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Raloxifene Hydrochloride, Active heart disease or stroke
NCT00065767,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Raloxifene Hydrochloride, Liver problems including hepatitis
NCT00065767,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Raloxifene Hydrochloride, Severe vision or hearing problems
NCT00065767,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Raloxifene Hydrochloride, Tobacco use
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, History of cancer of reproductive tissues
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, History of deep vein thrombosis or blot clots
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, Diabetes
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, Heart disease or stroke
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, Liver problems including hepatitis
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, Severe vision or hearing problems
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, Tobacco use
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, Lack of an adequate caregiver
NCT00066157,Phase 2/Phase 3,Alzheimer Disease,"University of Wisconsin, Madison",Sep-01,Alzheimer Disease;Medroxyprogesterone Acetate;Estradiol 17 beta-cypionate;Estradiol 3-benzoate;Medroxyprogesterone;Estradiol;Polyestradiol phosphate;Estrogens;Progesterone, inability to perform psychometric testing
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, Exceptions to these criteria may be considered on a case-by-case basis at the discretion of the Project Director:
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, Non-AD dementia.
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, Females of child-bearing potential.
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, Residence in a long-term care facility or equivalent at Baseline.
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, Presence or previous history of agitation or psychosis requiring active psychotropic medication since the illness began.
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, History of clinically significant stroke.
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid," Current evidence or history in past two years of: focal brain lesion, head injury with loss of consciousness or Diagnostic and Statistical Manual of Mental Disorders, 4th Edition (DSM-IV) criteria for any major psychiatric disorder including psychosis, major depression, bipolar disorder, alcohol or substance abuse."
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, Sensory impairment that would prevent subject from participating in or cooperating with the protocol.
NCT00071721,Phase 3,Alzheimer Disease,Alzheimer's Disease Cooperative Study (ADCS),Oct-03,Alzheimer Disease;Valproic Acid, Medical contraindications to study participation.
