NCT#	phase	condition	sponsor	start_date	mesh_list	criterion
NCT00003045		Prostate Cancer	Dana-Farber Cancer Institute	10-Feb-15	Prostatic Neoplasms;Hyperthermia	Individuals who appear unlikely to tolerate the required prolonged stationary position during treatment due to emotional immaturity or instability or otherwise due to mental incompetence. 
NCT00003645	Phase 3	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms;Recurrence	 1. Any evidence of metastatic disease confirmed prior to enrollment 2. Inability to confirm pathologic risk factors or inadequate prostatectomy (see item 4.1.5). 3. Hormonal ablation for greater than 3 months or radiotherapy for prostate cancer 4. Failure to achieve prostate specific antigen level of less than 0.1ng/ml prior to enrollment in study 5. Elevation of liver function tests 2x normal 6. Contraindication to the use of LH-RH agonists or antiandrogens 7. Active secondary malignancy (other than squamous or basal cell skin cancer) within five years prior to enrollment in study 8. Any concomitant medical condition that would make it undesirable for the 7patient to participate in the trial or jeopardize compliance with the protocol 
NCT00004149	Phase 2	Prostate Cancer	Albert Einstein College of Medicine	10-Feb-15	Prostatic Neoplasms	No significant active infectious disease
NCT00004149	Phase 2	Prostate Cancer	Albert Einstein College of Medicine	10-Feb-15	Prostatic Neoplasms	No grade 2 or greater peripheral neuropathy
NCT00004149	Phase 2	Prostate Cancer	Albert Einstein College of Medicine	10-Feb-15	Prostatic Neoplasms	"No other debilitating acute or chronic co-morbid medical, neurological, or psychiatric condition that would preclude study compliance"
NCT00004149	Phase 2	Prostate Cancer	Albert Einstein College of Medicine	10-Feb-15	Prostatic Neoplasms	No concurrent amphotericin B or other agent that prevents restoration of potassium or magnesium to normal levels and/or correction of QT interval to under 500 milliseconds 
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	 1. Patients at high risk for disease relapse as determined by either:
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	Prostate-specific antigen ≥ 20 and Gleason score ≥ 7 (any T stage).
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	"Clinical stage ≥T2 and Gleason score ≥ 8 (any prostate-specific antigen). 2. Patients at low risk for disease relapse as determined by: • Clinical stage ≤T2, Gleason score ≤ 6, and prostate-specific antigen ≤ 10. 3. Clinical stage Tx, T0, or T1a. 4. Histologic or radiologic evidence of tumor involvement of regional lymph nodes (N1) or the presence of metastatic disease (M1). 5. Pretherapy serum prostate-specific antigen level > 100. 6. Co-morbid medical illness which in the opinion of the investigator is expected to result in a life expectancy of <10 years. 7. Any of the following prior therapies:"
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	Pelvic external beam radiation therapy.
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	Radionuclide prostate brachytherapy.
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	Prostatectomy or prostatic cryosurgery.
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	Prior bilateral orchiectomy.
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	"Prior androgen suppression therapy; however, patients begun on LHRH agonist therapy remain eligible if (1) LHRH agonists were started no more than 30 days before randomization, and (2) Casodex or Eulexin was (or will be) started no more than 14 days before or after the date that the LHRH agonist injection was given. Any finasteride therapy administered for prostatic hypertrophy must be discontinued."
NCT00005044	Phase 3	Prostate Cancer	Radiation Therapy Oncology Group	10-Feb-15	Prostatic Neoplasms	"Chemotherapy for prostatic carcinoma. 8. Previous or concomitant invasive cancer, other than localized basal cell or squamous cell skin carcinoma (AJCC Stage 0-II), unless continually disease free for at least 5 years. 9. Major medical or psychiatric illness which, in the opinion of the investigator, would prevent completion of treatment or would interfere with follow-up. 10. The patient's participation in another medical research study that involves prostate cancer treatment. "
NCT00005096	Phase 2	Prostate Cancer	Dana-Farber Cancer Institute	10-Feb-15	Prostatic Neoplasms	"No prior hormones, radiation or chemotherapy for prostate cancer"
NCT00005096	Phase 2	Prostate Cancer	Dana-Farber Cancer Institute	10-Feb-15	Prostatic Neoplasms	Evidence of serious active infection 
NCT00005947	Phase 3	Prostate Cancer	Dendreon	10-Feb-15	Prostatic Neoplasms	"Visceral organ metastases (e.g., liver, lung, brain) or cytologically positive effusions (e.g., pleural effusions or ascites)."
NCT00005947	Phase 3	Prostate Cancer	Dendreon	10-Feb-15	Prostatic Neoplasms	Metastatic disease expected to be in need of radiation therapy within 4 months.
NCT00005947	Phase 3	Prostate Cancer	Dendreon	10-Feb-15	Prostatic Neoplasms	Concurrent therapy with experimental agents.
NCT00005947	Phase 3	Prostate Cancer	Dendreon	10-Feb-15	Prostatic Neoplasms	Systemic corticosteroids at doses greater than 40 mg hydrocortisone per day for any reason other than treatment of prostate cancer within the previous 6 months without prior approval. Please note that there are additional eligibility criteria. The study center will determine if you meet all of the criteria. 
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	"The patient is receiving concurrent chemotherapy, radiation therapy, or immunotherapy. There must be at least 4 weeks (12 weeks if prior therapy included 89-Strontium) between any prior therapy and study entry. Patients must have recovered from all acute toxicities from prior treatment."
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	The patient has previously irradiated or new CNS (central nervous system) metastases. (Pre-enrollment head CT is not required if not indicated by clinical signs or symptoms.)
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	"The patient has a history of autoimmune disease such as, but not restricted to, inflammatory bowel disease, systemic lupus erythematosus, ankylosing spondylitis, scleroderma, or multiple sclerosis."
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	The patient has a serious intercurrent chronic or acute illness such as pulmonary (asthma or COPD) or cardiac (NYHA class III or IV) or hepatic disease or other illness considered by the P.I. to constitute an unwarranted high risk for investigational drug treatment.
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	The patient has a serious intercurrent chronic or acute illness such as pulmonary (asthma or COPD) or cardiac (NYHA class III or IV) or hepatic disease or other illness considered by the P.I. to constitute an unwarranted high risk for investigational drug treatment.
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	The patient has a medical or psychological impediment to probable compliance with the protocol.
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	"The patient has a concurrent second malignancy other than non-melanoma skin cancer, or controlled superficial bladder cancer."
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	"The patient has an active acute or chronic infection, including symptomatic urinary tract infection, HIV, or viral hepatitis."
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	The patient is receiving oral or steroid therapy (or other immunosuppressive agents such as azathioprine or cyclosporine A). There must be 6 weeks between discontinuation of any steroid therapy and study enrollment.
NCT00006430	Phase 1	Prostate Cancer	National Center for Research Resources (NCRR)	10-Feb-15	Prostatic Neoplasms	The patient has inadequate peripheral vein access to perform leukapheresis. 
NCT00007644	Phase 3	Prostate Cancer	VA Office of Research and Development	10-Feb-15	Prostatic Neoplasms	" PSA > 50 ng/ml Bone scan consistent with metastatic disease Other evidence that cancer of the prostate is not clinically localized Diagnosis of prostate cancer greater than 12 months ago Life expectancy less than 10 years Serum creatinine greater than 3 mg/dl Myocardial infarction within last 6 months Unstable angina New York Heart Association Class III or IV congestive heart failure Severe pulmonary disease Lifer failure Severe dementia Debilitating illness Malignancies, except for nonmelanomatous skin cancer, in the last 5 years "
NCT00024167	Phase 3	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms	" 1. History of allergic reactions attributed to compounds of similar chemical or biologic composition to the agents used on this trial 2. Prior doxorubicin, or vinblastine in the KAVE arm and prior docetaxel in the prednisone plus docetaxel arm. However, previous treatment using other secondary hormonal agents (aminoglutethimide, diethylstilbesterol, estramustine), steroids (dexamethasone, prednisone, hydrocortisone), angiogenesis inhibitors, gene therapy, or immunotherapy are allowed 3. More than one prior cytotoxic treatment 4. Prior Sr-89 or Sm-153 treatment 5. Patients who have had chemotherapy, immunotherapy, or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier 6. Previous vagotomy or other conditions (such as pernicious anemia) associated with achlorhydria. Patients with active peptic ulcer disease who still require regular use of H2 blockers (such as cimetidine [Tagamet], ranitidine [Zantac], famotidine [Pepcid], etc), proton pump inhibitors (omeprazole [Prilosec]), or antacids (Mylanta, Maalox, Tums, etc) at week 16 of induction chemotherapy (option 1 only) might not be suitable for randomization 7. Predominant visceral metastases in the liver, lungs, or brain 8. Symptomatic lymphadenopathy (scrotal or pedal edema) or significant local invasive disease (hematuria) 9. Small cell carcinoma 10. Recent history of transient ischemic attacks (TIA) or myocardial infarctions (MI) within 12 months, or active angina or claudication sufficient to limit activity 11. Active or likely to become active second malignancy (other than non-melanoma skin cancer) 12. Uncontrolled inter-current illness: including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements "
NCT00036543	Phase 3	Prostate Cancer	Abbott	10-Feb-15	Prostatic Neoplasms	Have received cytotoxic chemotherapy.
NCT00036543	Phase 3	Prostate Cancer	Abbott	10-Feb-15	Prostatic Neoplasms	Have received opioid or narcotic medications (such as codeine or morphine) or radiation for pain caused by your prostate cancer in the last 6 months. 
NCT00038168	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms;Adenocarcinoma	Patients with severe intercurrent infection.
NCT00038168	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms;Adenocarcinoma	Patients with prior exposure to Taxol.
NCT00038168	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms;Adenocarcinoma	Patients whose tumors contain small cell or sarcomatoid elements.
NCT00038168	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms;Adenocarcinoma	Patients with evidence of conduction block or active myocardial ischemia on ECG.
NCT00038168	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms;Adenocarcinoma	Patients with a history of prior malignancy (except noninvasive cutaneous carcinoma).
NCT00038168	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms;Adenocarcinoma	Patients with a history of thromboembolism. 
NCT00038246	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with variant histologies (ductal or small cell carcinoma) are excluded from the phase II part of the trial (are eligible for the phase I part).
NCT00038246	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with no prior chemotherapy for prostate cancer are excluded from the phase II part of the study.
NCT00038246	Phase 1/Phase 2	Prostate Cancer	M.D. Anderson Cancer Center	10-Feb-15	Prostatic Neoplasms	"Patients with central nervous system (CNS) metastases or serious medical illnesses, active or uncontrolled infections, significant psychiatric disorders that preclude giving informed consent, patients with NCI grade > 2 peripheral neuropathy or patients with a history of another malignancy (except from superficial bladder cancer or basal cell carcinoma of the skin) within 5 years prior to study entry are excluded from the trial. "
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	History of other active malignancy.
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	"Prior chemotherapy, radiation therapy, immunosuppressive or investigational therapy for metastatic disease in previous 12 months."
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	"Strong opioids, immunosuppressives, megestrol acetate or other estrogenic hormones (e.g., Saw Palmetto, PC-SPES) within 1 month prior to enrollment."
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	"Brain, liver, or lung metastases; uncontrolled heart, liver, lung, or renal diseases or other serious illness."
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	Prior splenectomy.
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	"History of severe asthma, anaphylaxis, or other serious adverse reactions to vaccines or any of the antigens included in the skin test."
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	"History of moderate to severe lower limb lymphedema, or recent signs of deep venous thrombosis (DVT) or thrombo-embolic disease, or impending stroke."
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	"History of immunodeficiency or autoimmune disease; positive HIV, HbsAg or anti-HCV."
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	Impending untreated spinal cord compression or urinary outlet obstruction.
NCT00043212	Phase 3	Prostate Cancer	Northwest Biotherapeutics	10-Feb-15	Prostatic Neoplasms	Any medication that might affect immune function. (Exceptions: Nonprescription doses of NSAIDS; acetaminophen or aspirin; low doses of antihistamine therapy; normal range doses of vitamins; and H2 blockers). 
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	Renal failure
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	Hyperthyroidism
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	Cushing's syndrome
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	Metabolic bone disease
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	Use of glucocorticoids
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	Use of certain anticonvulsants
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	On osteoporosis therapies
NCT00048841	Phase 3	Prostate Cancer;Osteoporosis;Hypogonadism	National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)	10-Feb-15	Prostatic Neoplasms;Osteoporosis;Hypogonadism	Nonprostate cancers 
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with biochemical only progression
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients who have received any prior chemotherapy for cancer of the prostate
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	"Patients who received antiandrogen therapy within 4 weeks prior to the first day of treatment after cessation of flutamide or nilutamide, and or within 6 weeks prior to registration after cessation of bicalutamide"
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	"Patients receiving concomitant chemotherapy, biologic therapy, or radiation therapy"
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients who have received Strontium 89 or other radioisotope therapies
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with decreasing PSA levels following antiandrogen withdrawal
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with > grade 1 peripheral sensory or motor neuropathy
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with known carcinomatous meningitis or brain metastases are excluded
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	"Patients with past or current histories of neoplasm other than entry diagnosis except for in-situ carcinoma of any site, non-melanoma skin cancer, or other malignancy treated by surgery or radiation with a disease-free survival longer than 5 years"
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	"Patients who have undergone major surgery < 3 weeks prior to registration, except for biopsy or placement of a venous access device. Patients must have fully recovered from all effects of any prior surgery"
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	"Patients with histories of serious cardiac disease not adequately controlled: documented myocardial infarction within the last 6 months preceding registration, congestive heart failure, unstable angina, valvular disease with documented ventricular compromise, uncontrolled hypertension, arrhythmia uncontrolled by medication, clinically significant pericardial effusion"
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with active serious infections or other serious underlying medical conditions that would otherwise impair their ability to receive protocol treatments
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients with dementia or significantly altered mental status that would prohibit the understanding and/or giving of informed consent
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	Patients receiving other investigational therapy
NCT00049257	Phase 2	Prostate Cancer	Jonsson Comprehensive Cancer Center	10-Feb-15	Prostatic Neoplasms	"Use of any investigational agent within 30 days of first day of treatment and use of Ketoconazole, hydrocortisone, glucocorticoids, or megace within 30 days of first day of treatment or other concomitant medications "
NCT00050596	Phase 2	Prostate Cancer	Bristol-Myers Squibb	10-Feb-15	Prostatic Neoplasms	"Other prior malignancy, except for adequately treated basal or squamous cell skin cancer or superficial bladder cancer, or any other cancer from which the patient has been disease-free for greater than or equal to 5 years."
NCT00050596	Phase 2	Prostate Cancer	Bristol-Myers Squibb	10-Feb-15	Prostatic Neoplasms	Previous occurrence of autoimmune disease.
NCT00050596	Phase 2	Prostate Cancer	Bristol-Myers Squibb	10-Feb-15	Prostatic Neoplasms	Active infection requiring therapy including HIV or chronic hepatitis. 
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	 Subjects meeting any of the following exclusion criteria are not to be enrolled in the study:
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Use of corticosteroids and/or adrenal hormone inhibitors within 4 weeks of enrollment
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Use of PC-SPES (herbal supplement) within 4 weeks of enrollment
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Prior cytotoxic chemotherapy and/or radiation therapy within 6 weeks of enrollment
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"Use of anti-androgen therapy (e.g., flutamide, bicalutamide, nilutamide) within 6 weeks of enrollment"
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"Prior monoclonal antibody administration, including Prostacint®"
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"Peripheral neuropathy of Grade 2 or greater intensity, as defined by the NCI Common Toxicity Criteria (NCI CTC)"
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"History of CNS metastasis, including epidural disease"
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	History of seizure disorder requiring active treatment and/or stroke
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	History of HIV infection
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"Platelet count ≤100,000/mm3"
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"Absolute neutrophil count (ANC) ≤1,500/mm3"
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Hematocrit ≤30 percent
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"Abnormal coagulation profile (PT, and/or INR, PTT)"
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Creatinine clearance <60 mL/min or Serum creatinine >2.0 mg/dL
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	AST or ALT >1.5 X ULN
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Bilirubin (total) >ULN
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Serum calcium ≥12.5 mg/dL
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Active serious infection not controlled by antibiotics
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Active angina pectoris or NY Heart Association Class III-IV heart disease
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Karnofsky Performance Status <60
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	Life expectancy <6 months
NCT00052000	Phase 1	Prostate Cancer	"Millennium Pharmaceuticals, Inc."	10-Feb-15	Prostatic Neoplasms	"Other serious illness(es) involving the cardiac, respiratory, CNS, renal, hepatic or hematological organ systems that might preclude completion of this study or interfere with determination of causality of any adverse effects experienced in this study "
NCT00054977	Phase 1	Colorectal Cancer;Lung Cancer;Breast Cancer;Head and Neck Cancer;Prostate Cancer	Galectin Therapeutics Inc.	10-Feb-15	Head and Neck Neoplasms	"If female, the subject is pregnant or breast feeding."
NCT00054977	Phase 1	Colorectal Cancer;Lung Cancer;Breast Cancer;Head and Neck Cancer;Prostate Cancer	Galectin Therapeutics Inc.	10-Feb-15	Head and Neck Neoplasms	Central nervous system (CNS) metastases or primary CNS tumors.
NCT00054977	Phase 1	Colorectal Cancer;Lung Cancer;Breast Cancer;Head and Neck Cancer;Prostate Cancer	Galectin Therapeutics Inc.	10-Feb-15	Head and Neck Neoplasms	The subject has a known hypersensitivity to GM-CT-01 or any of its components.
NCT00054977	Phase 1	Colorectal Cancer;Lung Cancer;Breast Cancer;Head and Neck Cancer;Prostate Cancer	Galectin Therapeutics Inc.	10-Feb-15	Head and Neck Neoplasms	The subject has congestive heart failure or any other medical condition that could be adversely affected by intravenous infusion of up to approximately 200 mL of fluid over 60 minutes.
NCT00054977	Phase 1	Colorectal Cancer;Lung Cancer;Breast Cancer;Head and Neck Cancer;Prostate Cancer	Galectin Therapeutics Inc.	10-Feb-15	Head and Neck Neoplasms	The subject is currently abusing alcohol and/or illicit drugs.
NCT00054977	Phase 1	Colorectal Cancer;Lung Cancer;Breast Cancer;Head and Neck Cancer;Prostate Cancer	Galectin Therapeutics Inc.	10-Feb-15	Head and Neck Neoplasms	"The subject has other significant medical, psychiatric, or social conditions which, in the investigators' opinion, may compromise the subject's safety in participating in this study."
